Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit,Modification Date
20493,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,1,,458,,1378,F,26,1931,,John Taylor & Co,,,flat,unturned,,2485,Y,09/12/2020 11:20
20494,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,2,,496,,1227,E♭,27.75,1768,,Penningtons,,,conventional,turned,,2485,Y,09/12/2020 11:20
20495,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,3,,518,,1094,D♭,28.88,1768,,Penningtons,,,conventional,turned,,2485,Y,09/12/2020 11:20
20496,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,4,,571,,1032,C,30.13,1768,,Penningtons,,,conventional,turned,,2485,Y,09/12/2020 11:20
20497,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,5,,710,,919,B♭,33.38,1768,,Penningtons,,,conventional,turned,,2485,Y,09/12/2020 11:20
2465,Exbourne,S Mary V,Devon,14185,SS602019,50.79989,-3.9851,4186,full-circle ring,6,6,,966,,819,A♭,37.13,1768,,Penningtons,,,conventional,turned,,2485,Y,09/12/2020 11:20
20498,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,1,Thomas I,691,,1378,F,29,1922,,John Taylor & Co,,,removed,unturned,,2487,Y,30/10/2024 21:20
20499,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,2,Thomas II,712,,1229,E♭,30.25,1922,,John Taylor & Co,,,removed,unturned,,2487,Y,30/10/2024 21:20
20500,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,3,Earle or Little Nine o’Clock,815,,1156,D,31.25,1915,,John Taylor & Co,,,flat,unturned,,2486,Y,30/10/2024 21:20
20501,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,4,Birdall,990,,1036.5,C,34.75,1616,Y,John II Birdall,,,removed,turned,,2486,Y,30/10/2024 21:20
20502,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,5,Pennington,952,,921,B♭,36,1658,Y,John [E] Pennington,,,removed,turned,,2486,Y,30/10/2024 21:20
20503,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,6,Purdue,1150,,867,A,39.25,1676,,Thomas Purdue,,,removed,turned,,2486,Y,30/10/2024 21:20
20504,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,7,Fox or Mary,2020,,770,G,44.5,1902,,John Taylor & Co,,,flat,unturned,,2486,Y,30/10/2024 21:20
20505,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,8,Doom,2147,,691,F,47.25,1693,Y,Thomas Purdue,,,removed,turned,,2486,Y,30/10/2024 21:20
20506,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,9,Cobthorne or Magdalen,3140,,614,E♭,54,1676,Y,Thomas Purdue,,,flat,turned,,2486,Y,30/10/2024 21:20
20507,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,10,Oldham or Trinity or Old Nine o’Clock,3763,,577,D,57.63,1729,Y,William Evans,,,removed,turned,,2486,Y,30/10/2024 21:20
20508,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,11,Stafford,4583,,517.5,C,63.13,1676,Y,Thomas Purdue,,,removed,turned,,2486,Y,30/10/2024 21:20
2466,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,12,Grandison,8122,,460,B♭,72,1902,,John Taylor & Co,,,flat,unturned,,2486,Y,30/10/2024 21:20
20510,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,6b,Pongamouth,1268,,818.5,A♭,40.5,1630,Y,Thomas II Pennington,,,removed,turned,,2486,Y,30/10/2024 21:20
20509,Exeter,Cath Ch of S Peter,Devon,13963,SX920925,50.72239,-3.53002,3964,full-circle ring,12,0extra,Jubilee,692,,1540,G,27,1979,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,2488,Y,30/10/2024 21:20
20512,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,1,,432,,,G,25.75,1889,,Mears & Stainbank,,,conventional,,,2490,Y,09/12/2020 11:20
20513,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,2,,473,,,F♯,26.5,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
20514,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,3,,532,,,E,28,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
20515,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,4,,569,,,D,30,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
20516,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,5,,684,,,C,31.5,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
20517,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,6,,791,,,B,34,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
20518,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,7,,956,,,A,37.75,1817,,Thomas II Mears,,,conventional,,,2490,Y,09/12/2020 11:20
2468,Exeter,S David,Devon,14687,SX915931,50.72754,-3.53806,4688,full-circle ring,8,8,,1311,,784,G,41,1889,,Mears & Stainbank,,,conventional,,,2490,Y,09/12/2020 11:20
20519,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,1,,385,,1832,A♯,23.5,2005,,"Taylors, Eayre & Smith",,,flat,unturned,,2491,Y,10/08/2021 21:51
20520,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,2,,408,,1632,G♯,24.5,2005,,"Taylors, Eayre & Smith",,,flat,unturned,,2491,Y,10/08/2021 21:51
20521,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,3,,422,,1448,F♯,25.38,1951,,John Taylor & Co,,,flat,unturned,,2492,Y,10/08/2021 21:51
20522,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,4,,434,,1368,E♯,26,1951,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
20523,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,5,,452,,1218,D♯,27,1951,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
20524,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,6,,504,,1084,C♯,28.5,1939,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
20525,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,7,,660,,968,B,31.63,1951,,John Taylor & Co,,,flat,unturned,,2492,Y,10/08/2021 21:51
20526,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,8,,796,,913,A♯,33.5,1951,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
20527,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,9,,1046,,814,G♯,37,1951,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
2469,Exeter,S Mark,Devon,16135,SX935934,50.73045,-3.50922,6136,full-circle ring,10,10,,1391,,725,F♯,41,1951,,John Taylor & Co,,,flat,unturned,,2491,Y,10/08/2021 21:51
20528,Exeter,S Mary Steps,Devon,15779,SX917922,50.71987,-3.53475,5780,full-circle ring,4 U/R,1,,560,Y,,D♭,29.25,1656,Y,John [E] Pennington,,,conventional,unturned,,2493,Y,11/02/2023 11:51
20529,Exeter,S Mary Steps,Devon,15779,SX917922,50.71987,-3.53475,5780,full-circle ring,4 U/R,2,,672,Y,,C,32,1656,Y,John [E] Pennington,,,conventional,unturned,,2493,Y,11/02/2023 11:51
20530,Exeter,S Mary Steps,Devon,15779,SX917922,50.71987,-3.53475,5780,full-circle ring,4 U/R,3,,784,Y,,B♭,34.63,1656,Y,John [E] Pennington,,,conventional,unturned,,2493,Y,11/02/2023 11:51
2470,Exeter,S Mary Steps,Devon,15779,SX917922,50.71987,-3.53475,5780,full-circle ring,4 U/R,4,,896,Y,845,A♭,37.75,1656,Y,John [E] Pennington,,,conventional,unturned,,2493,Y,11/02/2023 11:52
20531,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,1,,280,,1618,G♯,22.63,1742,Y,Abel Rudhall,,,conventional,,,2494,Y,09/12/2020 11:20
20532,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,2,,278,,1440.5,F♯,22.75,1693,Y,John Stadler,,,conventional,,,2494,Y,09/12/2020 11:20
20533,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,3,,316,,1285,E,24.63,c1460,Y,John Danyell,,,conventional,,,2494,Y,09/12/2020 11:20
20534,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,4,,448,,1213.5,D♯,26.88,1677,Y,Thomas III Pennington,,,conventional,,,2495,Y,09/12/2020 11:20
20535,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,5,,444,,1083,C♯,27.88,1683,Y,Thomas III Pennington,,,conventional,,,2494,Y,09/12/2020 11:20
2471,Exeter,S Petrock,Devon,16959,SX919925,50.72278,-3.53233,6960,full-circle ring,6,6,,560,,964.5,B,30.38,c1610,Y,(unidentified),,,conventional,,,2494,Y,09/12/2020 11:20
20537,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,1,,414,,1520,F♯,25,1923,,Gillett & Johnston,,,flat,,,2497,Y,09/12/2020 11:20
20538,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,2,,427,,1424,E♯,25.5,1923,,Gillett & Johnston,,,flat,,,2496,Y,09/12/2020 11:20
20539,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,3,,453,,1265,D♯,27,1923,,Gillett & Johnston,,,flat,,,2497,Y,09/12/2020 11:20
20540,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,4,,557,,1140,C♯,29,1923,,Gillett & Johnston,,,flat,,,2497,Y,09/12/2020 11:20
20541,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,5,,706,,1012,B,31.88,1923,,Gillett & Johnston,,,flat,,,2496,Y,09/12/2020 11:20
20542,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,6,,842,,952,A♯,34,1923,,Gillett & Johnston,,,flat,,,2496,Y,09/12/2020 11:20
20543,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,7,,1101,,856,G♯,37.5,1923,,Gillett & Johnston,,,flat,,,2496,Y,09/12/2020 11:20
2472,Exeter,S Thomas Ap,Devon,14227,SX912918,50.71569,-3.54236,4228,full-circle ring,8,8,,1660,,760,F♯,42,1923,,Gillett & Johnston,,,flat,,,2496,Y,09/12/2020 11:20
20570,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c1,,,,,A♯,,c2015,,"Meeks, Watson & Co",,,flat,unturned,,7875,,23/09/2024 11:04
20571,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c2,,,,,G♯,,1890,,Henry McShane & Co,,,removed,undeterminable,,7875,,23/09/2024 11:04
20572,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c3,,,,,F♯,,1890,,Henry McShane & Co,,,removed,undeterminable,,7875,,23/09/2024 11:04
20573,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c4,,,,,E♯,,1890,,Henry McShane & Co,,,removed,undeterminable,,7875,,23/09/2024 11:04
20574,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c5,,,,,E,,1890,,Henry McShane & Co,,,removed,undeterminable,,7875,,23/09/2024 11:04
20577,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,c8,,,,,B♯,,c2015,,"Meeks, Watson & Co",,,flat,unturned,,7875,,23/09/2024 11:04
20575,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,1c6,,411,,1217,D♯,26.75,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
20576,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,2c7,,452,,1085,C♯,28.63,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
20578,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,3c9,,772,,967,B,34,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
20579,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,4c10,,894,,906,A♯,35.38,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
20580,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,5c11,,1165,,808.5,G♯,39,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
2477,Exeter,Trivitt Memorial Church,"Ontario, Canada",15236,,43.34923,-81.48076,5237,full-circle ring,6,6c12,,1749,,722,F♯,45,1890,,Henry McShane & Co,,,removed,undeterminable,,7874,Y,23/09/2024 11:01
20581,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,1,,486,,,E♯,27,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:35
20582,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,2,,491,,,D♯,28,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:35
20583,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,3,,571,,,C♯,30,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:36
20584,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,4,,628,,,B♯,32,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:36
20585,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,5,,866,,,A♯,35,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:36
2478,Exford,S Mary Magd,Somerset,12803,SS857385,51.13438,-3.63424,2804,full-circle ring,6,6,,1178,,808,G♯,39,1954,,Mears & Stainbank,,,flat,,,2502,Y,12/02/2021 19:37
20586,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,1,,361,,1645.5,G♯,23.5,1920,,Mears & Stainbank,,,doncaster,unturned,,2503,Y,09/12/2020 11:20
20587,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,2,,415,,1453.5,F♯,25.25,1920,,Mears & Stainbank,,,doncaster,unturned,,2503,Y,09/12/2020 11:20
20588,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,3,,476,Y,1308.5,E,27,1900,,James Barwell & Co,,,doncaster,unturned,,2503,Y,09/12/2020 16:07
20589,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,4,,524,,1228,D♯,28.5,1900,,James Barwell & Co,,,doncaster,unturned,,2503,Y,09/12/2020 11:20
20590,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,5,,630,,1086.5,C♯,30.5,1900,,James Barwell & Co,,,doncaster,unturned,,2503,Y,09/12/2020 11:20
2479,Exhall,S Giles,Warwickshire,10520,SP340850,52.46241,-1.50045,521,full-circle ring,6,6,,734,,966,B,33,1920,,Mears & Stainbank,,,flat,unturned,,2503,Y,09/12/2020 11:20
20591,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,1,,567,,1228,E♭,28.5,1948,,John Taylor & Co,,,flat,,,2504,Y,12/04/2024 22:18
20592,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,2,,638,,1154,D,29.88,1948,,John Taylor & Co,,,flat,,,2504,Y,12/04/2024 22:18
20593,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,3,,693,,1030,C,33,1845,,Charles & George Mears,,,removed,,,2504,Y,23/11/2024 20:26
20594,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,4,,762,,918,B♭,34.5,1758,,Thomas II Bilbie,,,removed,,,2504,Y,23/11/2024 20:25
20595,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,5,,830,,818,A♭,36.25,1877,,William Blews & Sons,,,removed,,,2504,Y,23/11/2024 20:25
20596,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,6,,1028,,773,G,38.75,1758,,Thomas II Bilbie,,,removed,,,2504,Y,23/11/2024 20:25
20597,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,7,,1323,,686,F,43.13,1758,,Thomas II Bilbie,,,removed,,,2504,Y,23/11/2024 20:28
2480,Exminster,S Martin,Devon,16612,SX945877,50.67948,-3.49391,6613,full-circle ring,8,8,,2013,,612,E♭,48.5,1758,,Thomas II Bilbie,,,removed,,,2504,Y,23/11/2024 20:25
20618,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,1,,576,,1162,D,29,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,2509,Y,09/12/2020 11:20
20619,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,2,,661,,1034,C,31.38,1623,,John Draper,,,conventional,quarter,,2509,Y,09/12/2020 11:20
20620,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,3,,669,,922,B♭,32.25,1623,,John Draper,,,conventional,quarter,,2509,Y,09/12/2020 11:20
20621,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,4,,963,,869,A,36.25,1623,,John Draper,,,conventional,quarter,,2509,Y,09/12/2020 11:20
20622,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,5,,1263,,776,G,40.25,1623,,John Draper,,,conventional,quarter,,2509,Y,09/12/2020 11:20
2485,Exning,S Martin,Suffolk,10757,TL621655,52.26386,0.37428,758,full-circle ring,6,6,,1573,,689.5,F,44.25,1845,,Charles & George Mears,,,conventional,quarter,,2509,Y,09/12/2020 11:20
20625,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,1,,633,,1278,E,29.63,1895,,John Taylor & Co,,,flat,,,2511,Y,09/12/2020 11:20
20626,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,2,,662,,1146,D,31,1675,,Tobias III Norris,,,removed,,,2511,Y,09/12/2020 11:20
20627,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,3,,641,,1027,C,32.75,1675,,Tobias III Norris,,,removed,,,2511,Y,09/12/2020 11:20
20628,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,4,,820,,960.5,B,34.5,1675,,Tobias III Norris,,,removed,,,2511,Y,09/12/2020 11:20
20629,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,5,,852,,864.5,A,36.25,1675,,Tobias III Norris,,,removed,,,2511,Y,09/12/2020 11:20
2487,Exton,S Peter & S Paul,Rutland,16717,SK920111,52.6906,-0.63973,6718,full-circle ring,6,6,,1410,,764.5,G,40.5,1895,,John Taylor & Co,,,flat,,,2511,Y,09/12/2020 11:20
20630,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,1,,445,,1422.5,F,25.5,1901,,John Taylor & Co,,,,,,2513,Y,09/12/2020 11:20
20631,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,2,,504,,1279.5,E♭,28.25,1871,,John Taylor & Co,,,,,,2513,Y,09/12/2020 11:20
20632,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,3,,574,,1147.5,D♭,30.25,1871,,John Taylor & Co,,,,,,2512,Y,09/12/2020 11:20
20633,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,4,,687,,1066.5,C,31,1901,,John Taylor & Co,,,,,,2512,Y,09/12/2020 11:20
20634,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,5,,707,,944.5,B♭,32.5,c1550,Y,Roger Semson,,,removed,,,2512,Y,09/12/2020 11:20
2488,Exton,S Peter,Somerset,13368,SS925337,51.09258,-3.53532,3369,full-circle ring,6,6,,952,,853.5,A♭,37.5,1871,,John Taylor & Co,,,,,,2512,Y,09/12/2020 11:20
20635,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,1,,400,,1471,F♯,25.13,1926,,John Taylor & Co,,,flat,unturned,,2514,Y,09/12/2020 11:20
20636,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,2,,443,,1310,E,26.5,1926,,John Taylor & Co,,,flat,unturned,,2514,Y,09/12/2020 11:20
20637,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,3,,493,,1168,D,28.88,1659,,George I Oldfield,,,removed,turned,,2514,Y,09/12/2020 11:20
20638,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,4,,561,,1101,C♯,30.38,1658,,George I Oldfield,,,removed,turned,,2514,Y,09/12/2020 11:20
20639,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,5,,613,,981.5,B,32.25,1658,,George I Oldfield,,,removed,turned,,2514,Y,09/12/2020 11:20
2489,Eyam,S Lawrence,Derbyshire,10126,SK217764,53.28429,-1.67497,127,full-circle ring,6,6,,756,,874,A,34.5,1628,,George I Oldfield,,,removed,turned,,2514,Y,09/12/2020 11:20
20640,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,1,,552,,1281,E,28.25,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,,,2515,Y,09/12/2020 11:20
20641,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,2,,520,,1154,D,29,1770,,Matthew III Bagley,,,removed,,,2515,Y,09/12/2020 11:20
20642,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,3,,542,,1025,C,30.5,1822,,John Briant,,,removed,,,2516,Y,09/12/2020 11:20
20643,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,4,,698,,963,B,32,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,,,2515,Y,09/12/2020 11:20
20644,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,5,,797,,863,A,35,1603,,Newcombe (generic),,,removed,,,2515,Y,09/12/2020 11:20
2490,Eydon,S Nicholas,Northamptonshire,17137,SP541499,52.14544,-1.21075,7138,full-circle ring,6,6,,1084,,765,G,39.25,1872,,John Taylor & Co,,,removed,,,2515,Y,09/12/2020 11:20
20645,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,1,,420,,1383,F,26.25,1756,,William Evans,,,removed,,,2517,Y,09/12/2020 11:20
20646,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,2,,458,,1248,E♭,27.88,1831,,John Taylor & Co,,,removed,,,2517,Y,09/12/2020 11:20
20647,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,3,,500,,1106,D♭,29.38,1831,,John Taylor & Co,,,removed,,,2517,Y,09/12/2020 11:20
20648,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,4,,522,,1038,C,30,1831,,John Taylor & Co,,,removed,,,2517,Y,09/12/2020 11:20
20649,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,5,,702,,938,B♭,33.25,1831,,John Taylor & Co,,,removed,,,2517,Y,09/12/2020 11:20
2492,Eye,S Peter & S Paul,Herefordshire,15447,SO496638,52.27012,-2.73958,5448,full-circle ring,6,6,,924,,832,A♭,36.5,1831,,John Taylor & Co,,,removed,,,2517,Y,09/12/2020 11:20
20650,Eye,S Peter & S Paul,Suffolk,14555,TM148737,52.32021,1.15135,4556,full-circle ring,8,1,,534,,1206,D,28.5,1721,,John Stephens,,,conventional,eighth,,2518,Y,17/06/2023 21:11
20651,Eye,S Peter & S Paul,Suffolk,14555,TM148737,52.32021,1.15135,4556,full-circle ring,8,2,,606,,1147,C♯,30,1779,,Pack & Chapman,,,conventional,quarter,,2518,Y,17/06/2023 21:11
20652,Eye,S Peter & S Paul,Suffolk,14555,TM148737,52.32021,1.15135,4556,full-circle ring,8,3,,724,,1004.5,B,33,1905,,Mears & Stainbank,,,conventional,quarter,,2518,Y,17/06/2023 21:11
20653,Eye,S Peter & S Paul,Suffolk,14555,TM148737,52.32021,1.15135,4556,full-circle ring,8,4,,897,,896,A,34.5,1789,,Thomas Osborn,,,conventional,quarter,,2518,Y,17/06/2023 21:11
20654,Eye,S Peter & S Paul,Suffolk,14555,TM148737,52.32021,1.15135,4556,full-circle ring,8,5,,1062,,789.5,G,38,1789,,Thomas Osborn,,,conventional,quarter,,2518,Y,17/06/2023 21:11
